POLITICAL_UNIT,NAME,WGMS_ID,YEAR,TIME_SYSTEM,BEGIN_PERIOD,END_WINTER,END_PERIOD,ELA_PREFIX,ELA,ELA_UNC,MIN_SITES_ACC,MAX_SITES_ACC,MIN_SITES_ABL,MAX_SITES_ABL,ACC_AREA,ACC_AREA_UNC,ABL_AREA,ABL_AREA_UNC,INVESTIGATOR,SPONS_AGENCY,REFERENCE,REMARKS
US,LEMON CREEK,3334,2010,FLO,20090928,20100421,20101005,,1245,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2011,FLO,20101005,20110512,20111008,,1206,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2012,FLO,20111008,20120515,20121011,,968,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2013,FLO,20121011,20130503,20131024,,1374,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2014,FLO,20131024,20140418,20141018,,1270,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2015,FLO,20141018,20150420,20151025,,1230,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2016,FLO,20151025,20160505,20161008,,1527,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2017,FLO,20161008,20170403,20171007,,1872,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2018,FLO,20171007,20180504,20181025,,1717,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2019,FLO,20181025,20190507,20191005,,2034,,,,,,,,,,,U.S. Geological Survey,"McNeil et al. (2020); Journal of Glaciology 66, 530-542.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS). AAR and Principal Investigators as originally reported.
US,LEMON CREEK,3334,2020,FLO,20191005,20200430,20201016,,1179,,,,,,,,,,"C. Florentine, L. Sass (USGS)",U.S. Geological Survey / Juneau Icefield Research Program,"McNeil et al. (2020), Journal of Glaciology 66, 530-542; McNeil et al. (2019), U.S. Geological Survey data release, https://doi.org/10.5066/F7HD7SRF.",Reanalysed mass-balance series reported by Caitlyn Florentine and Louis Sass (USGS).
US,LEMON CREEK,3334,2021,FLO,20201016,20210504,20211001,,1090,,,,,,,,,,"C. Florentine, L. Sass (USGS)",U.S. Geological Survey / Juneau Icefield Research Program,"McNeil et al. (2020), Journal of Glaciology 66, 530-542; McNeil et al. (2019), U.S. Geological Survey data release, https://doi.org/10.5066/F7HD7SRF.",
US,LEWIS (WA),3940,1984,,19839999,,19849999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto (1988); J Glaciol, 34, 194-199 p.",
US,LEWIS (WA),3940,1985,,19849999,,19859999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto (1988); J Glaciol, 34, 194-199 p.",
US,LEWIS (WA),3940,1986,,19859999,,19869999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto (1988); J Glaciol, 34, 194-199 p.",
US,LEWIS (WA),3940,1987,,19869999,,19879999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto (1988); J Glaciol, 34, 194-199 p.",
US,LOWER CURTIS,77,1984,,,,,,,,,,,,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1985,,,,,,,,,,,,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1986,FXD,19850926,,19860926,,,,185,,3,,0.5,,0.3,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1987,FXD,19860927,,19870927,,,,185,,3,,0.4,,0.4,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1988,FXD,19870925,,19880925,,,,185,,3,,0.55,,0.25,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1989,FXD,19880926,,19890926,,,,185,,3,,0.45,,0.35,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1990,FXD,19890926,,19900926,,,,185,,3,,0.4,,0.4,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1991,FXD,19901001,,19911003,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1992,FXD,19911003,,19920930,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1993,FXD,19920930,,19930930,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1994,FXD,19930930,,19940930,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,1995,FXD,19940930,,19950930,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,1996,FXD,19950930,,19960930,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,1997,FXD,19960930,,19970930,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,1998,FXD,19970930,,19980929,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,1999,FXD,19980929,,19990927,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,2000,FXD,19990927,,20000926,,,,150,190,2,3,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,2001,,,,,,,,,,,,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,2002,,,,,,,,,,,,,,,,"Mauri Pelto, mauri.pelto@nichols.edu","Nichols College, Dudley, MA 01571",WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,2003,,,,,,,,,,,,,,,,"Mauri Pelto, mauri.pelto@nichols.edu","Nichols College, Dudley, MA 01571",WGMS (2005): GMBB No. 8 (2002-2003). WGMS (2008): FoG 2000-2005 (Vol. IX).,
US,LOWER CURTIS,77,2004,,,,,,,,,,,,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,2005,,,,,,,,,,,,,,,,,,WGMS (2008): FoG 2000-2005 (Vol. IX).,AAR compiled from the literature by S. Mernild.
US,LOWER CURTIS,77,2006,FXD,20051001,20060514,20061026,,1710,10.0,64,64,2,2,0.1891,0.02,0.2836,0.02,Mauri Pelto,NCGCP,WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).,
US,LOWER CURTIS,77,2007,FXD,20061002,20070516,20071001,,1650,10.0,75,75,2,2,0.2836,0.02,0.1891,0.02,Mauri Pelto,NCGCP,WGMS (2009): GMBB No. 10 (2006-2007). WGMS (2012): FoG 2005-2010 (Vol. X).,
US,LOWER CURTIS,77,2008,FXD,20071001,20080517,20081003,,1710,10.0,64,64,2,2,0.31,0.02,0.16,0.02,Mauri Pelto,NCGCP,WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,
US,LOWER CURTIS,77,2009,FXD,20081001,20090522,20091001,,1675,10.0,64,64,2,2,0.09,0.02,0.38,0.02,Mauri Pelto,NCGCP,WGMS (2011): GMBB No. 11 (2008-2009). WGMS (2012): FoG 2005-2010 (Vol. X).,
US,LOWER CURTIS,77,2010,FXD,20091001,20100514,20101004,,1600,10.0,45,45,2,2,0.27,0.02,0.2,0.02,Mauri Pelto,NCGCP,WGMS (2013): GMBB No. 12 (2010-2011). WGMS (2012): FoG 2005-2010 (Vol. X).,
US,LOWER CURTIS,77,2011,FXD,20101004,20110604,20111008,,1580,10.0,35,35,2,2,0.36,0.02,0.11,0.02,Mauri Pelto,NCGCP,WGMS (2013): GMBB No. 12 (2010-2011).,
US,LOWER CURTIS,77,2012,FXD,20111008,20120507,20120928,,1640,10.0,40,40,2,2,0.36,0.02,0.11,0.02,Mauri Pelto,NCGCP,WGMS (2015): GGCB No. 1 (2012-2013).,
US,LOWER CURTIS,77,2013,FXD,20120928,20130504,20130929,,1650,10.0,40,40,2,2,0.21,0.02,0.26,0.02,Mauri Pelto,NCGCP,WGMS (2015): GGCB No. 1 (2012-2013).,
US,LOWER CURTIS,77,2014,FXD,20130929,20140513,20140927,,1640,10.0,,55,,2,0.17,0.02,0.3,0.02,Mauri Pelto,NCGCP,WGMS (2017): GGCB No. 2 (2014-2015).,
US,LOWER CURTIS,77,2015,FXD,20140927,20150502,20150927,>,,,,20,,3,0.0,0.0199999995529651,0.4699999988079071,0.0199999995529651,Mauri Pelto,NCGCP,WGMS (2017): GGCB No. 2 (2014-2015).,
US,LOWER CURTIS,77,2016,FXD,20150927,20160417,20160927,,1670,10.0,,50,,3,0.13,0.01,0.33,0.02,Mauri Pelto,NCGCP,,
US,LOWER CURTIS,77,2017,FXD,20160927,20170503,20170924,,1650,10.0,,50,,3,0.22,0.01,0.24,0.02,Mauri Pelto,NCGCP,,
US,LOWER CURTIS,77,2018,FXD,20170924,20180425,20180928,,1850,10.0,,50,,3,0.19,0.01,0.27,0.02,Mauri Pelto,NCGCP,,
US,LOWER CURTIS,77,2019,FXD,20180928,20190419,20190928,,1675,10.0,,60,,3,0.09,0.01,0.37,0.02,Mauri Pelto,NCGCP,,
US,LOWER CURTIS,77,2020,FXD,20190928,20200418,20201007,,1660,10.0,,75,,3,0.21,0.01,0.25,0.02,Mauri Pelto,NCGCP,,
US,LOWER CURTIS,77,2021,FXD,20201007,20210416,20210925,,1680,10.0,,60,,3,0.14,0.01,0.3,0.01,Mauri Pelto,NCGCP,,
US,LYMAN,3340,1986,,19859999,,19869999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1987,,19869999,,19879999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1988,,19879999,,19889999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1989,,19889999,,19899999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1990,,19899999,,19909999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1991,,19909999,,19919999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1993,,19929999,,19939999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1994,,19939999,,19949999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1995,,19949999,,19959999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1996,,19959999,,19969999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
US,LYMAN,3340,1997,,19969999,,19979999,,,,,,,,,,,,,,"Data from Cogley (2008, updated 2013) based on: Pelto et al. (2001); East Snow Conf Proc, 58, 117-128 p.",
